time,loc,image_id,sat_id,area_km2,area_km2_outlier_iqr,area_km2_outlier_zscore,area_km2_outlier_mad,area_km2_zscore,area_km2_mad_score
2000-02-18 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20000218,LT05,0.882,1,0,1,0.8467109561849984,8.380431506849316
2004-11-20 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20041120,LT05,0.8784,1,0,1,0.8415240726619261,8.343472602739727
2000-01-18 20:20:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_202033_20000118,LE07,0.8739,1,0,1,0.8350404682580858,8.29727397260274
2018-01-26 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20180126,LE07,0.8667,1,0,1,0.8246667012119414,8.223356164383562
2016-12-22 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20161222,LE07,0.855,1,0,1,0.8078093297619565,8.103239726027397
2020-02-02 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20200202,LC08,0.8541,1,0,1,0.8065126088811883,8.094000000000001
2002-10-22 20:20:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_202033_20021022,LE07,0.8523,1,0,1,0.8039191671196521,8.075520547945205
1995-08-08 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19950808,LT05,0.8487,1,0,1,0.7987322835965801,8.038561643835617
1990-02-22 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19900222,LT05,0.8478,1,0,1,0.7974355627158118,8.02932191780822
2016-02-23 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20160223,LC08,0.8469,1,0,1,0.7961388418350439,8.020082191780823
2006-11-26 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20061126,LT05,0.8415,1,0,1,0.7883585165504353,7.96464383561644
2019-12-07 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20191207,LC08,0.8316,1,0,1,0.7740945868619866,7.863006849315069
2010-01-28 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20100128,LT05,0.8136,1,0,1,0.7481601692466252,7.678212328767123
1987-08-02 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19870802,LT05,0.8127,1,0,1,0.7468634483658573,7.668972602739727
2024-11-27 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20241127,LC08,0.8082,1,0,1,0.7403798439620171,7.622773972602742
1993-01-13 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19930113,LT05,0.8037,1,0,1,0.7338962395581764,7.576575342465754
2002-01-22 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20020122,LT05,0.8028,1,0,1,0.7325995186774085,7.567335616438356
2006-01-09 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20060109,LE07,0.7974,1,0,1,0.7248191933928,7.511897260273973
2004-02-13 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20040213,LT05,0.7911,1,0,1,0.7157421472274236,7.447219178082192
2015-02-19 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20150219,LE07,0.7902,1,0,1,0.7144454263466555,7.437979452054795
2000-01-25 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20000125,LE07,0.7875,1,0,1,0.7105552637043513,7.410260273972604
1997-02-09 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19970209,LT05,0.7758,1,0,1,0.6936978922543665,7.29014383561644
2001-02-20 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20010220,LT05,0.774,1,0,1,0.6911044504928303,7.271664383561645
2010-02-06 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20100206,LT05,0.7686,1,0,1,0.6833241252082218,7.21622602739726
1990-01-30 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19900130,LT05,0.7668,1,0,1,0.6807306834466857,7.1977465753424665
2015-01-02 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20150102,LE07,0.7641,1,0,1,0.6768405208043815,7.170027397260275
2022-11-19 19:00:00.000000,1257,LANDSAT-LE07-C02-T1_L2-LE07_197031_20221119,LE07,10.2564,1,1,1,12.211236788212837,45.78930100334444
2016-01-11 19:00:00.000000,1257,LANDSAT-LE07-C02-T1_L2-LE07_197031_20160111,LE07,9.0216,1,1,1,10.502691961016689,39.59924080267555
